0,0,1,1,3,4,1
5,0,1,1,3,4,0
11,0,1,1,0,7,0
11,0,1,1,2,5,1
15,0,1,1,2,5,1
18,0,1,2,1,6,0
23,0,2,2,0,7,0
27,0,2,2,0,7,0
32,0,2,2,0,7,0
34,0,2,2,3,4,0
34,0,2,3,0,7,0
36,0,2,3,2,5,0
38,0,3,3,1,6,0
39,0,3,3,2,5,0
41,0,3,3,0,7,0
0,0,3,4,2,5,1
5,0,3,4,0,7,1
7,0,3,4,2,5,0
8,0,4,4,1,6,0
8,0,4,4,2,5,0
11,0,4,5,3,4,0
11,0,4,5,1,6,0
12,0,4,5,2,5,1
14,0,4,5,3,4,0
20,0,5,5,3,4,1
26,0,5,6,1,6,1
31,0,5,6,1,6,0
35,0,5,6,2,5,1
41,0,5,6,1,6,1
46,0,5,6,3,4,1
0,0,5,7,1,6,0
5,0,5,7,1,6,0
5,0,5,7,0,7,0
11,0,5,7,2,5,1
16,0,5,7,0,7,1
22,0,5,8,2,5,0
24,0,5,8,3,4,0
28,0,5,8,3,4,0
32,0,5,8,2,5,1
36,0,5,8,0,7,0
41,0,5,9,0,7,0
42,0,5,9,3,4,1
45,0,6,9,2,5,1
48,0,6,9,0,7,0
52,0,6,9,3,4,0
0,0,6,10,1,6,0
5,0,6,10,2,5,0
6,0,6,10,3,4,1
7,0,6,10,2,5,0
12,0,6,10,3,4,1
12,0,6,11,3,4,0
17,0,6,11,2,5,0
17,0,6,11,0,7,1
20,0,6,11,2,5,1
24,0,6,11,0,7,1
29,0,6,12,2,5,1
33,0,6,12,0,7,1
39,0,6,12,1,6,0
42,0,6,12,3,4,0
47,0,6,12,2,5,0
0,0,6,13,1,6,0
5,0,6,13,0,7,0
10,0,6,13,0,7,1
15,0,6,13,1,6,0
21,0,6,13,3,4,0
23,0,6,14,1,6,1
29,0,7,14,3,4,0
31,0,7,14,0,7,1
31,0,7,14,0,7,1
35,0,7,14,3,4,1
37,0,7,15,1,6,1
39,0,7,15,0,7,0
41,0,7,15,2,5,0
47,0,7,15,0,7,1
49,0,7,15,2,5,1
0,0,7,16,3,4,0
0,0,7,16,0,7,1
2,0,7,16,3,4,1
2,0,8,16,3,4,0
5,0,8,16,3,4,1
11,0,8,17,0,7,0
14,0,8,17,3,4,0
20,0,8,17,0,7,0
24,0,8,17,1,6,1
25,0,9,17,3,4,0
29,0,9,18,2,5,0
33,0,9,18,0,7,0
36,0,9,18,2,5,1
40,0,9,18,2,5,0
41,0,9,18,0,7,1
0,0,10,19,2,5,0
6,0,10,19,2,5,0
11,0,10,19,2,5,0
13,0,10,19,2,5,0
13,0,10,19,3,4,0
16,0,10,20,3,4,0
20,0,10,20,1,6,0
22,0,10,20,3,4,0
28,0,10,20,3,4,0
30,0,10,20,3,4,1
33,0,10,21,1,6,0
44,1,10,21,1,6,0
60,1,10,21,2,5,0
71,1,10,21,1,6,0
79,1,10,21,3,4,0
0,1,10,22,3,4,0
8,1,10,22,3,4,0
13,1,10,22,2,5,1
29,1,11,22,2,5,0
37,1,11,22,3,4,0
49,1,11,23,2,5,1
57,1,11,23,2,5,0
68,1,11,23,1,6,0
77,1,11,23,1,6,0
93,1,11,23,2,5,1
109,1,11,24,2,5,0
117,1,11,24,0,7,0
127,1,11,24,2,5,0
142,1,11,24,2,5,0
153,1,11,24,1,6,1
0,1,12,25,1,6,1
6,1,12,25,1,6,1
19,1,12,25,2,5,0
31,1,12,25,2,5,0
41,1,12,25,0,7,0
56,1,12,26,1,6,0
69,1,12,26,2,5,0
76,1,12,26,3,4,0
86,1,12,26,1,6,0
96,1,12,26,0,7,0
108,1,12,27,1,6,0
121,1,12,27,3,4,0
133,1,13,27,2,5,1
138,1,13,27,2,5,0
152,1,13,27,0,7,0
0,1,13,28,2,5,0
8,1,13,28,3,4,0
16,1,13,28,0,7,0
21,1,14,28,1,6,0
27,1,14,28,2,5,0
32,1,14,29,2,5,0
41,1,14,29,1,6,0
57,1,14,29,0,7,1
67,1,14,29,2,5,1
73,1,15,29,1,6,0
82,1,15,30,1,6,0
92,1,15,30,2,5,0
97,1,15,30,0,7,0
104,1,15,30,0,7,0
120,1,15,30,0,7,1
0,1,15,31,2,5,0
12,2,15,31,2,5,0
23,3,15,31,0,7,0
30,3,15,31,0,7,0
40,3,15,31,2,5,1
51,4,15,32,2,5,1
64,3,16,32,2,5,0
71,3,16,32,3,4,1
80,3,16,32,2,5,0
91,4,16,32,2,5,0
97,3,16,33,1,6,0
105,3,16,33,3,4,0
120,2,17,33,2,5,1
125,3,17,33,1,6,0
133,2,17,33,1,6,1
0,2,17,34,3,4,0
15,2,17,34,1,6,0
30,4,17,34,0,7,0
41,3,18,34,1,6,0
57,4,18,34,0,7,0
62,4,18,35,3,4,1
68,2,18,35,2,5,0
75,4,18,35,1,6,0
90,3,18,35,1,6,0
103,2,18,35,0,7,1
108,2,18,36,3,4,0
115,3,18,36,0,7,1
131,2,18,36,2,5,0
147,4,18,36,3,4,0
156,4,18,36,0,7,0
0,2,18,37,2,5,1
12,3,18,37,1,6,0
27,2,18,37,2,5,0
36,2,18,37,3,4,0
51,3,18,37,0,7,0
59,2,18,38,3,4,0
68,2,18,38,3,4,0
73,2,18,38,2,5,0
87,2,18,38,0,7,0
92,3,18,38,1,6,0
105,4,18,39,2,5,0
120,4,18,39,0,7,0
126,4,18,39,0,7,1
133,4,18,39,3,4,0
147,3,18,39,1,6,0
0,3,18,40,3,4,0
9,2,18,40,0,7,0
15,2,18,40,2,5,1
28,4,18,40,2,5,0
38,4,18,40,1,6,0
53,2,18,41,1,6,1
78,2,18,41,3,4,0
103,2,18,41,1,6,0
130,2,18,41,0,7,0
161,3,19,41,1,6,0
188,2,19,42,3,4,0
203,3,19,42,1,6,1
233,3,19,42,3,4,1
259,2,19,42,3,4,0
286,3,19,42,3,4,0
0,2,19,43,2,5,1
16,2,19,43,1,6,0
43,3,19,43,2,5,1
59,4,19,43,0,7,1
78,4,19,43,2,5,0
93,2,19,44,3,4,0
110,3,20,44,2,5,0
139,4,20,44,0,7,1
165,4,20,44,2,5,0
186,3,20,44,0,7,1
201,4,20,45,1,6,0
217,2,20,45,3,4,1
234,2,21,45,3,4,0
254,3,21,45,0,7,1
283,4,21,45,2,5,1
0,3,21,46,2,5,0
22,2,21,46,3,4,0
42,4,21,46,1,6,1
60,3,21,46,3,4,1
89,3,21,46,1,6,0
115,4,21,47,0,7,1
136,4,21,47,3,4,0
151,2,21,47,1,6,0
181,3,21,47,1,6,1
202,2,22,47,0,7,1
233,4,22,48,1,6,0
257,2,22,48,1,6,0
276,4,22,48,0,7,1
296,2,22,48,3,4,1
311,3,22,48,3,4,0
0,3,23,49,3,4,1
29,3,23,49,2,5,0
58,3,23,49,0,7,0
80,2,23,49,3,4,0
95,2,23,49,3,4,1
116,3,23,50,0,7,0
132,3,23,50,1,6,0
160,2,23,50,3,4,0
181,2,23,50,1,6,0
197,3,23,50,0,7,0
212,2,23,51,3,4,1
237,4,23,51,1,6,0
257,4,23,51,2,5,0
278,3,23,51,0,7,0
301,3,23,51,0,7,0
0,3,23,52,1,6,0
27,2,23,52,3,4,0
47,3,23,52,2,5,0
76,3,23,52,2,5,1
93,4,23,52,2,5,0
116,4,23,53,1,6,0
136,4,23,53,2,5,0
155,3,23,53,2,5,1
174,2,23,53,3,4,0
196,3,24,53,2,5,0
212,2,24,54,0,7,1
239,4,24,54,0,7,0
264,4,24,54,1,6,0
286,4,24,54,3,4,1
314,3,24,54,1,6,0
0,4,25,55,0,7,0
17,2,25,55,0,7,0
44,4,25,55,2,5,0
65,3,25,55,0,7,0
82,2,25,55,2,5,0
103,2,25,56,0,7,0
119,4,26,56,1,6,0
150,3,26,56,0,7,0
167,2,26,56,3,4,0
185,3,26,56,2,5,0
214,4,26,57,3,4,0
231,2,26,57,0,7,0
255,4,26,57,2,5,0
284,2,26,57,1,6,0
299,3,26,57,0,7,1
0,3,26,58,2,5,1
23,2,26,58,1,6,0
42,3,26,58,3,4,0
70,4,26,58,3,4,0
94,2,26,58,3,4,0
123,3,26,59,2,5,0
148,3,26,59,3,4,1
172,3,26,59,1,6,1
198,2,26,59,1,6,1
222,4,26,59,3,4,1
238,2,26,60,0,7,0
262,2,26,60,0,7,1
281,3,26,60,0,7,0
307,3,26,60,0,7,0
332,4,26,60,0,7,0
